Campaign,Ad Group,Keyword,Criterion Type
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +learn,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r course,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r course,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +course,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r courses,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r courses,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +courses,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r tutorial,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r tutorial,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +tutorial,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r education,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r education,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +education,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking ,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking ,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking learn,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking learn,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +learn,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking course,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking course,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +course,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking courses,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking courses,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +courses,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking tutorial,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking tutorial,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +tutorial,Broad
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking education,Exact
SEM_Courses,Case Studies in Statistical Thinking,case studies in statistical thinking education,Phrase
SEM_Courses,Case Studies in Statistical Thinking,+case +studies +in +statistical +thinking +education,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies ,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies ,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies learn,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies learn,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +learn,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies course,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies course,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +course,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies courses,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies courses,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +courses,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies tutorial,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies tutorial,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +tutorial,Broad
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies education,Exact
SEM_Courses,Manipulating Time Series Data in R: Case Studies,manipulating time series data in r: case studies education,Phrase
SEM_Courses,Manipulating Time Series Data in R: Case Studies,+manipulating +time +series +data +in +r: +case +studies +education,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r ,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r ,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r learn,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r learn,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +learn,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r course,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r course,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +course,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r courses,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r courses,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +courses,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r tutorial,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r tutorial,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +tutorial,Broad
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r education,Exact
SEM_Courses,Working with Geospatial Data in R,working with geospatial data in r education,Phrase
SEM_Courses,Working with Geospatial Data in R,+working +with +geospatial +data +in +r +education,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r ,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r ,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r learn,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r learn,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +learn,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r course,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r course,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +course,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r courses,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r courses,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +courses,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r tutorial,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r tutorial,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +tutorial,Broad
SEM_Courses,Foundations of Probability in R,foundations of probability in r education,Exact
SEM_Courses,Foundations of Probability in R,foundations of probability in r education,Phrase
SEM_Courses,Foundations of Probability in R,+foundations +of +probability +in +r +education,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r ,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r ,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r learn,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r learn,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +learn,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r course,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r course,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +course,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r courses,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r courses,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +courses,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r tutorial,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r tutorial,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +tutorial,Broad
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r education,Exact
SEM_Courses,Quantitative Risk Management in R,quantitative risk management in r education,Phrase
SEM_Courses,Quantitative Risk Management in R,+quantitative +risk +management +in +r +education,Broad
SEM_Courses,Network Analysis in Python,network analysis in python ,Exact
SEM_Courses,Network Analysis in Python,network analysis in python ,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +,Broad
SEM_Courses,Network Analysis in Python,network analysis in python learn,Exact
SEM_Courses,Network Analysis in Python,network analysis in python learn,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +learn,Broad
SEM_Courses,Network Analysis in Python,network analysis in python course,Exact
SEM_Courses,Network Analysis in Python,network analysis in python course,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +course,Broad
SEM_Courses,Network Analysis in Python,network analysis in python courses,Exact
SEM_Courses,Network Analysis in Python,network analysis in python courses,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +courses,Broad
SEM_Courses,Network Analysis in Python,network analysis in python tutorial,Exact
SEM_Courses,Network Analysis in Python,network analysis in python tutorial,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +tutorial,Broad
SEM_Courses,Network Analysis in Python,network analysis in python education,Exact
SEM_Courses,Network Analysis in Python,network analysis in python education,Phrase
SEM_Courses,Network Analysis in Python,+network +analysis +in +python +education,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r ,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r ,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r learn,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r learn,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +learn,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r course,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r course,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +course,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r courses,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r courses,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +courses,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r tutorial,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r tutorial,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +tutorial,Broad
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r education,Exact
SEM_Courses,Intermediate Portfolio Analysis in R,intermediate portfolio analysis in r education,Phrase
SEM_Courses,Intermediate Portfolio Analysis in R,+intermediate +portfolio +analysis +in +r +education,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis ,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis ,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis learn,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis learn,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +learn,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis course,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis course,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +course,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis courses,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis courses,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +courses,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis tutorial,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis tutorial,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +tutorial,Broad
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis education,Exact
SEM_Courses,Data Visualization in R with ggvis,data visualization in r with ggvis education,Phrase
SEM_Courses,Data Visualization in R with ggvis,+data +visualization +in +r +with +ggvis +education,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r ,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r ,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r learn,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r learn,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +learn,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r course,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r course,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +course,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r courses,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r courses,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +courses,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r tutorial,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r tutorial,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +tutorial,Broad
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r education,Exact
SEM_Courses,Bond Valuation and Analysis in R,bond valuation and analysis in r education,Phrase
SEM_Courses,Bond Valuation and Analysis in R,+bond +valuation +and +analysis +in +r +education,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression ,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression ,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression learn,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression learn,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +learn,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression course,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression course,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +course,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression courses,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression courses,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +courses,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression tutorial,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression tutorial,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +tutorial,Broad
SEM_Courses,Inference for Linear Regression,inference for linear regression education,Exact
SEM_Courses,Inference for Linear Regression,inference for linear regression education,Phrase
SEM_Courses,Inference for Linear Regression,+inference +for +linear +regression +education,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r ,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r ,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r learn,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r learn,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +learn,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r course,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r course,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +course,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r courses,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r courses,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +courses,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r tutorial,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r tutorial,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +tutorial,Broad
SEM_Courses,Equity Valuation in R,equity valuation in r education,Exact
SEM_Courses,Equity Valuation in R,equity valuation in r education,Phrase
SEM_Courses,Equity Valuation in R,+equity +valuation +in +r +education,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r ,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r ,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r learn,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r learn,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +learn,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r course,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r course,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +course,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r courses,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r courses,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +courses,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r tutorial,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r tutorial,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +tutorial,Broad
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r education,Exact
SEM_Courses,Exploring Pitch Data with R,exploring pitch data with r education,Phrase
SEM_Courses,Exploring Pitch Data with R,+exploring +pitch +data +with +r +education,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r ,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r ,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r learn,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r learn,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +learn,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r course,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r course,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +course,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r courses,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r courses,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +courses,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r tutorial,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r tutorial,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +tutorial,Broad
SEM_Courses,Spatial Statistics in R,spatial statistics in r education,Exact
SEM_Courses,Spatial Statistics in R,spatial statistics in r education,Phrase
SEM_Courses,Spatial Statistics in R,+spatial +statistics +in +r +education,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice ,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice ,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice learn,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice learn,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +learn,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice course,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice course,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +course,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice courses,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice courses,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +courses,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice tutorial,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice tutorial,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +tutorial,Broad
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice education,Exact
SEM_Courses,Data Visualization in R with lattice,data visualization in r with lattice education,Phrase
SEM_Courses,Data Visualization in R with lattice,+data +visualization +in +r +with +lattice +education,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r ,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r ,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r learn,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r learn,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +learn,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r course,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r course,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +course,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r courses,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r courses,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +courses,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r tutorial,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r tutorial,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +tutorial,Broad
SEM_Courses,Statistical Modeling in R,statistical modeling in r education,Exact
SEM_Courses,Statistical Modeling in R,statistical modeling in r education,Phrase
SEM_Courses,Statistical Modeling in R,+statistical +modeling +in +r +education,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost ,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost ,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost learn,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost learn,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +learn,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost course,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost course,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +course,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost courses,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost courses,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +courses,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost tutorial,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost tutorial,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +tutorial,Broad
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost education,Exact
SEM_Courses,Extreme Gradient Boosting with XGBoost,extreme gradient boosting with xgboost education,Phrase
SEM_Courses,Extreme Gradient Boosting with XGBoost,+extreme +gradient +boosting +with +xgboost +education,Broad
SEM_Courses,Intro to Python for Data Science, intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science, intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+ +intro +to +python +for +data +science,Broad
SEM_Courses,Intro to Python for Data Science,learn intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science,learn intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+learn +intro +to +python +for +data +science,Broad
SEM_Courses,Intro to Python for Data Science,course intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science,course intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+course +intro +to +python +for +data +science,Broad
SEM_Courses,Intro to Python for Data Science,courses intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science,courses intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+courses +intro +to +python +for +data +science,Broad
SEM_Courses,Intro to Python for Data Science,tutorial intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science,tutorial intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+tutorial +intro +to +python +for +data +science,Broad
SEM_Courses,Intro to Python for Data Science,education intro to python for data science,Exact
SEM_Courses,Intro to Python for Data Science,education intro to python for data science,Phrase
SEM_Courses,Intro to Python for Data Science,+education +intro +to +python +for +data +science,Broad
SEM_Courses,Introduction to R, introduction to r,Exact
SEM_Courses,Introduction to R, introduction to r,Phrase
SEM_Courses,Introduction to R,+ +introduction +to +r,Broad
SEM_Courses,Introduction to R,learn introduction to r,Exact
SEM_Courses,Introduction to R,learn introduction to r,Phrase
SEM_Courses,Introduction to R,+learn +introduction +to +r,Broad
SEM_Courses,Introduction to R,course introduction to r,Exact
SEM_Courses,Introduction to R,course introduction to r,Phrase
SEM_Courses,Introduction to R,+course +introduction +to +r,Broad
SEM_Courses,Introduction to R,courses introduction to r,Exact
SEM_Courses,Introduction to R,courses introduction to r,Phrase
SEM_Courses,Introduction to R,+courses +introduction +to +r,Broad
SEM_Courses,Introduction to R,tutorial introduction to r,Exact
SEM_Courses,Introduction to R,tutorial introduction to r,Phrase
SEM_Courses,Introduction to R,+tutorial +introduction +to +r,Broad
SEM_Courses,Introduction to R,education introduction to r,Exact
SEM_Courses,Introduction to R,education introduction to r,Phrase
SEM_Courses,Introduction to R,+education +introduction +to +r,Broad
SEM_Courses,Intermediate Python for Data Science, intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science, intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+ +intermediate +python +for +data +science,Broad
SEM_Courses,Intermediate Python for Data Science,learn intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science,learn intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+learn +intermediate +python +for +data +science,Broad
SEM_Courses,Intermediate Python for Data Science,course intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science,course intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+course +intermediate +python +for +data +science,Broad
SEM_Courses,Intermediate Python for Data Science,courses intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science,courses intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+courses +intermediate +python +for +data +science,Broad
SEM_Courses,Intermediate Python for Data Science,tutorial intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science,tutorial intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+tutorial +intermediate +python +for +data +science,Broad
SEM_Courses,Intermediate Python for Data Science,education intermediate python for data science,Exact
SEM_Courses,Intermediate Python for Data Science,education intermediate python for data science,Phrase
SEM_Courses,Intermediate Python for Data Science,+education +intermediate +python +for +data +science,Broad
SEM_Courses,Intro to SQL for Data Science, intro to sql for data science,Exact
SEM_Courses,Intro to SQL for Data Science, intro to sql for data science,Phrase
